count	token	vocab	dist	context
55	기초	기토	1	모르는 사람 누구다 본인 혼자다 진짜 웃긴게 기초들이 보통 스스로 평가할 때요 본 되게 차갑고 타
54	우화	오화	1	글자가 5화죠 자 그러면 이분은 이미 자수와 우화가 충대고 있는 상황이니까 도와충이 받는 사주네
54	비결	비견	1	필 링크에서 2024 무료로 보는 신년 토종 비결로 나의 재물운을 확인해 보세요 
54	배우시	배우자	2	 거구나. 집단이라는게 요렇게 굴러가는구나. 배우시고 나서 자기 사업을 하시면 이제 드디어 내 갈
54	무터	무토	1	 >> 아 어떡해 감정이 이입돼 지금 어떻해 무터 아니면 임수예요? >> 아닙니다. >> 아씨
53	편제	편재	1	머니 덕은 인성으로 봐야 되겠고 아버지 덕은 편제로 봐야 되겠는데요 인성이 기신인 사람 편재가 
53	차지	사지	1	 있더라고요 늘 잔잔하게 어느 정도의 파일을 차지하고 있던 시어 분 그리고 시험운이 재물운과 연애
53	정상	정사	1	  자, 다음은 토형산인데 넓고 완만하면서 정상이 평평한 산이 여기 들어갑니다. 서울 가까이에
53	월달	월살	1	간 요렇게 가져갈 수도 있는게 신금 일간의 5월달 칼 았죠 그래서 너무 단호한 태도가 오히려 
53	양띠	양지	1	에 이것 조심하면 대박나는 띠. 돼지대 토끼 양띠는 주먹. 이 새에게 8월에 겁살이 찾아와서 사
52	비경	비견	1	 적당한 느낌으로만 봐 주세요요 일지 자리가 비경 혹은 억제로 뜨시는 분은 우선 내 연인하고 
52	기타	기토	1	들이 [음악] 있긴 하거든요. 그래서 특히나 기타 가분들 중에 지금 내가 현금 사정이라던가 좀
51	무죄	무재	1	반전 여러분 진짜이 대반전 소름 끼치는 반전 무죄잖아요. 무죄 얘는 트렌드도 관심이 없고 돈에도 관
51	녹화	목화	1	력에 월별로 자세한 내용을 적어 두었으니 , 녹화를 설정해 주시면 감사하겠습니다. 잠시만 기다려
51	가자	갑자	1	악산, 한라산. >> 잠에서 우리 같이 등장 가자, 친구야. Yeah. 
50	심해	신해	1	을 듣지도 않아. 얘네가 사고의 점프가 되게 심해요. [음악] 예를 들면 순차적으로 사고하지 않
50	군대	관대	1	안 주변 사람들도 당연히 봐주고 >> 그리고 군대 있을 때는 이제 저희 군대 안에 인트라넷이라
49	장인	정인	1	  장인 어알 [음악] 오타크 사주 특징 바로 일주가
49	임목	인목	1	 상관이 사주에 떠 있고 그 권력 있는 진토 임목 이렇게 딱 박혀 있잖아요. 예운 씨가 오히려
49	일관	일간	1	수가 훨씬 강해지는 부분이다. 그러면 병정한 일관한테 유금은 이제 예시로 병정한 일간을 말씀드린 
48	청간	천간	1	다. 거기다가 이제 사회생활 자리인 월주에서 청간에 갑기 발생하고 밑에서는 사술 원진 제가 누누
47	화도	화토	1	 좋아하면 좀 괴롭히는 희한한 특성이거든요. 화도 좀내는 편이고 그 자기 감정을 웬만하면 안 
47	해소	해수	1	들은 막혔던 일들이 뻥 뚫리고 정체된 것들이 해소가 되고요. 그리고이 화가 생해 주는게 뭡니까?
47	오하	오화	1	씀드렸죠. 26년부터 27년은 병오 정미인데 오하와 정하이 흐름이 26년 하반기부터 27년 3반
47	예수	계수	1	체능적 해성 본인의 색을 굉장히 잘 투어내는 예수를 한답니다. 세상에 하나뿐인 나만의 스타일로 
47	아지	사지	1	했습니다 어둠의 사주 너무 궁금한데요 흑마법 아지 얘기하 흑마법 아지 아 막 그런 거 있잖아요
47	명시	명리	1	요 아 이게 무엇일까 그럼 명예 적으로도 내 명시 글 보면서 내가 필요로 하는 게 무엇일까 그
47	계셔	계사	1	 입주분들이 생각이 조금 더 발달하신 분들이 계셔 가지고 생각 먼저 하고 말하시는 분들이 있거
46	지진	지지	1	각하는 부분을 말씀드릴게요 첨가는 하늘이 줘 지진은 땅입니다 그리고 지장간은 생각이에요 이게 곧
46	일인	임인	1	로 보는 궁합 해당 영상은 띠가 아닌 태어난 일인 일주를 기준으로 보셔야 합니다 일주는 프로필
46	이토	기토	1	큰 도움이 된다라고 볼 수 있어요 두 번째로 이토는 디링 하는 식입니다 입니다 깊이 파는 시기예
46	세지	시지	1	같고요. 두 번째 기사일조분들은 말발이 엄청 세지는 시기에요. 말발이 세진다라는게 뭐냐하면은 말
46	모자	무자	1	리고 좋아하는 사람한테는 성심성껏 잘해 줘도 모자를 판이에요, 지금. 근데 거기다 대고 틱틱거리
45	화살	해살	1	  화살이 뭐냐면 내 안에 어떤 끼와 재능 이런게 있다
45	시비	시지	1	  이렇게 마주보는 시비 지신들의 직진해 만나는 합입니다 합은 일단 
45	기수	기사	1	고 있다 라고 한다면 정많은 그것을 조금 잘 기수 수박 오페어 해주면서 집단 잘 유지해 나가고
45	궁금	경금	1	라던가 기본 상식 같은 것들 또는 여러분들이 궁금하고 알고 싶은 부분이 있으면은 리스 봐야지, 쇼
45	값진	갑진	1	요 제 스스로한테 뭔가 주는 것 중에서 제일 값진 정성과 사랑이 들어간 그런게 뭔가 생각했는데
44	이목	인목	1	약간 범생이상, 차분한 상, 편재는 조금 더 이목이 뚜렷하고 더 잘생긴 상, 약간 특징 있는 상
44	식성	식상	1	다고. 어때? 잘 맞는 것 같아? 댓글로 내 식성은 어떤지아줘. 
44	개묘	기묘	1	고 있는 일주는 을묘, 정묘, 기묘, 신묘, 개묘이 다섯 가지인데 그중에서이 신묘라는 글자가 가
43	편견	편관	1	수치로 나오면이 사주에 해당해 비견과 겁재는 편견이 없고 자기 표현에 거리낌이 없어서 나와 같은
43	을이	을유	1	 [웃음] 이러면서 약간 노력으로 >> 되게 을이 있으시고 사람이 딱 봤을 때 신뢰감이 있으시
43	개강	괴강	1	쟁취해 낼 수 있대. 그 살은 바로 괴강살. 개강에서 괴강살인가? >> 괴강살은 으뜸괴 북두칠성 
42	치지	지지	1	성분들은 관사주라고 보는데 이게 쉽게 말해서 치지 않고 연애를 한다라 볼 수도 있는 거죠. 근
42	병조	병오	1	. 왜냐면 사화의 무기는 전문성입니다. 사사 병조는 예민함과 스트레스가 좀 높아요. 내 몸으로 
42	무가	무자	1	 신을 모시는 입장이고 경전이 있지는 않지만 무가라고 해서 이제 어떤 그 구에서 쓰이는 노래가락이
42	경이	경인	1	의 2월 경인월 운세입니다. 경이라는 글자에 경이 붙었죠? 그만큼 여러분들이 이번 달은 주도적
42	갑이	갑오	1	울하냐. 왜 불쌍한 애들이냐? 이러면 여러분 갑이 1번이잖아요. 자수도 1번이에요. 내가 무언
41	깨지	태지	1	가 필사의 노력을 했던 경험, 내가 부딪히고 깨지고 했던 경험들이 쌓여서 성공에 밑걸음이 되는 
41	고금	토금	1	 정도 달 발달했는데 사주팔자가 나가게 만큼 고금 까만색 이 많거나 하시는 분들은 두 가지 개
41	개유	계유	1	오늘은 보편적인 매력을 한번 뽑아보자 하면은 개유 가보겠습니다 왜냐면 개유 are 계수의 유금
40	재수	자수	1	정신 좀 차려고. 듣고 있냐? 막 이런 건데 재수는 진짜 눈을 이렇게 [음악] 똑바로 마아 보면
39	임성	인성	1	한번 보세요 얘는 겉모습은 정했는데 유아 4 임성 2종 세트를 다 가지고 있어요 변 인 정인 
39	일진	임진	1	 윈터 과연 사주는 어떨까요 먼저 카리나님의 일진은 기회로 실용적인 것을 중시하고 주위 사람들에
39	오후	조후	1	막 이런 발짝을 일으켜요. 갑자기 토요일 날 오후에 눈을 뜨자마자 갑자기 막 배기 후드를 막 닦
39	방학	방합	1	될 수도 있거든요. 그래서 방학이잖아요. 이 방학 때 대학생 분들 같은 경우에는 좀 대회 활동
38	정이	정유	1	는 거 되게 잘할 것 같은 느낌. 오 인들이 정이 많고 해맑아서 약간 교류하는 거 되게 좋아하
38	이자	임자	1	시간을 겪었지만 지금은 한국인이 사랑하는 MC이자 배우가 되었으니 천인이 얼마나 대단한지 알겠
38	사준	사주	1	이런 것들은 사주 구조에 따라서 그리고 내가 사준 부상에 따라 가지고 어떤 방식을 최 하는지 
38	문자	무자	1	 사업을 이끌거나 가정에이거나 할 때에 바꿀 문자에 대해서는 짚고 넘어가는 것도 괜찮다라 볼 수
38	무시	무신	1	가치를 알아두지 않아요. 내 사람을 [음악] 무시하고 박대해요. 그런데 내가 어떻게 온화한 사람일
37	화계사	화개살	2	단 사주팔자에서는 덕후 기질은 기본적으로 좀 화계사를 보긴 하거든요. 나만의 취향, 나만의 감도 
37	토지	태지	1	의 하반기에 진토가 강해지 아아 진토는 토는 토지만 습판 토입니다 그리고이 진토가 지나가고 사화
37	응축	을축	1	어떤 특수 기술 정말 스페셜한 그런 걸로 딱 응축이 되고 그걸로 인해서 여러분이 어 사람들에게 
37	월엔	월운	1	음악] 없었던 돼지띠, 토끼띠, 양띠들아. 7월엔 드디어 새띠에게 화개살이 들어온데 화개살은 
37	세울	세운	1	의 가치를 또 정의하고 다시 발견할 수 있고 세울 수도 있는 이벤트도 있기 때문에 너무 남들이
36	호수	해수	1	특히 임진이라는 글자는 다이노마이트를 잔잔한 호수에 떨어뜨려서 폭발하게 일부 짓던 느낌이에요. 
35	평관	편관	1	서도 냉철하게 관리하는 기운이 있단 말이죠. 평관이 있잖아요. 지은 씨를 보면서 아 내가 생각했
35	조성	재성	1	담을 듣게 된다고 합니다 돌아가신 부모님이나 조성이 눈물을 흘리는 꿈 집안에 좋지 못한 불상사나
35	입주	일주	1	  내가 환년의 출연자라면 내 사주 입주는 사주 명식의이 부분을 보면 돼. 사주 명식을
35	일목	을목	1	 대박 나는 사주. 바로 사주 일간이 신금, 일목, 정화인 사주야. 내 사주 일간을 쉽게 확인
35	신급	신금	1	 어떻게 대박나는지 자세히 알려 줄게. 먼저 신급은 [음악] 추진하는 일에서 큰 성과를 얻을 수
35	무호	무오	1	 무어요. 너무 힘들어요. 언제 끝나죠? 어 무호 힘들구나. 무호 힘들죠. 당연히. 근데 무호
35	명리가	명리학	2	되게 중요한 거 같아요. 어 되게 많은 사주 명리가들이 보면 이렇게 사회에서 동 떨어져 살아서 그런
35	경심	경신	1	겠습니다. 자, 이렇게 우리 가을 병정 무기 경심 인계까지 다 알아봤는데요. 어, 여러분을 늘
34	편임	편인	1	고 평생 먹고살 수 있다 볼 수도 있어요 짜 편임 과정에 대해서 조금 더 자세한 설명을 제가 
34	지나간	지장간	2	 볼 수 있으니까 어떻게 보면은 또 이미 좀 지나간 것들이 많다라 볼 수도 있겠죠. 그래서 어떤
34	주자	무자	1	5년에 병이라는 글자에서 5라는 글자로 메인 주자가 바뀌는 이때에 조금 더 큰 변화책감을 느낄 
34	상하	상사	1	 얘기를 하다 보니까 제가 약간 지금 기분이 상하는 거 같은데 그 자리에서 너 기분 상했어? 이
34	배우다	배우자	1	만나는 사람들 뿐만 아니라 내 가족들의 인해 배우다 남편 암에 자식 나의 부모님 다 쓸 수 있는
34	가신	기신	1	 되게 하고 싶어요이 그래서이 식상을 월지로 가신 분들은 자기 행동에 만족을 못 하는 경우가 
33	편자	편재	1	큰 불을 이루겠다 하시는 분들을 사 개발자의 편자가 발달한 사람이라 볼 수도 있고요 그게 아니라
33	월인	월운	1	형은 지금 긴급할 거 같아. 근데 그게 한 9월인 거 같아. 그런가요? 하고 해서 이제씩 웃었
33	신앙	신강	1	 중요할 것 같고요 평소에 명상이나 종교적인 신앙을 갖고 수장을 하는 것이 도움이 되겠습니다 수
33	술투	술토	1	금 더 잘 쓸 수 있겠다 볼 수 있고 진투와 술투는 화계의 그룹에 보니까 다른 사주에 비교해서 
33	동요	동료	1	되면 뭐냐? 기본적으로 마음의 변화, 내적인 동요가 크다라 볼 수도 있는 거예요. 근데 이분 같
33	대원	대운	1	간 수행자의 삶을 살더라고요. 네 >> 편인 대원을 그렇게 써 먹더라고요. >> 저는 선명도사님
33	관해	관대	1	습니다. 여성의 사주팔자를 봤을 때 남편이이 관해 당하기도 하고요. 남성의 사주팔자에서는 자녀
32	회수	해수	1	 수입원이 생기거나 그동안 묶여 있던 주자금 회수 같은 이슈가 있을 수 있고 부동산 매매나 임
32	정류	정유	1	유월 운세 말씀드리려고 하는데 정화 입장에서 정류는 굉장히 영양분이 많은 뭔가 [음악] 기대할게
32	월만	월간	1	  7월만 버텨내면 대박 나는 띠. 원숭이띠 쥐띠 용띠
32	약합	육합	1	 분들은 본인이 알고들 계실 텐데 사실 몸이 약합니다. 몸이 약하다는게 뭐에 비해 약하다? 내 계
32	쉬지	시지	1	 그래서 그 방법이 뭐냐면 뛰는 것도 좋지만 쉬지 않고 경사 15도에 속도 6에서 6.5로 5
32	삼압	삼합	1	 있으니까 한번 보고 와. 첫 번째 해묘 및 삼압. 함께 모이면 안정적으로 차근차근 일을 발전
32	다운	대운	1	 내가 활성화된다. 감정적으로는 살짝 업 핸 다운이 많은데 이게 업이 많다기보다는 다운이 조금 
31	편해	편재	1	한 거고 여긴 명약 채널이니까 아 좀 얘기가 편해서 너무 좋네요. >> 편하게 얘기할 수 있어 
31	자살	지살	1	르는 거 비추. 차라리 들어오는 수익은 안전 자살이 묶어 두는 거는 나쁘지 않다. 그다음에 독자
31	을류	을유	1	게 확인할 수 있으니까 한번 보고 와. 3위 을류. 내가 맞다고 생각하면 상대가 아니라고 해도
31	시신	기신	1	까 본 글자랑 다른 글자가 되어 있죠. 비견 시신이라 적혀 있습니다. 그러면 도루님 비견 겁재부터
31	상권	상관	1	닙니다 우리를 자기 정보 메뉴 야 되는데 7 상권이 발달한 사람들은 그런 과정이 조금 생각되는 
31	병준	병진	1	 부피감이 커서 무토라는 글자가 양옆에 있는 병준 사주팔자나 무토가 운으로 들어오는 시기에는 
31	병우	병오	1	씀을 드렸습니다. 2026년을 뜻하는 글자는 병우라고 해서 붉은 말을 뜻하는데 전 세계 모든 사람
31	명리라	명리학	2	점에서 명리를 소비하기에는이 사주팔자 그리고 명리라는 학문이 굉장히 깊다라는 생각을 하고요. 거기
31	값자	갑자	1	는 제가 홍년 멤버십에서 말씀드리고 있는 60값자 1주에 대해서 말씀드릴 건데 더 자세히 아시
30	천만	천간	1	  왕사남 박지훈 사주 단종의 환생 천만 영화 왕가 사는 남자에서 단종으로 여련을 펼
30	진사	신사	1	 있잖아요. 가을 병정 무의 경신인계 자축묘 진사의 신유술례 12 가지가 있는데 이거를 단어로 
30	점사	정사	1	될 거야 연락해. 그래서 제가 되게 단호하게 점사를 보는 거 같아요. >> 음. M. 
30	모금	토금	1	아 있거든요 재성이 좀 과학의 발달 하신분들 모금 재상이 아예 사주팔자 없는 분들을 대상 이라
30	기인	기신	1	 승진이나 업무제안이 들어올 수 있고 도와줄 기인까지 따라온다고 하니 하고 싶은 일 있다면 연초의
29	후자	무자	1	좀 달려왔다라고 하시는 분들이 전자를 한다면 후자 같은 경우에는 이게 진짜로 내가 뭔가를 해 
29	추진	무진	1	하는데 이선이 진해지면 무언가를 열정 적으로 추진하고 있거나 곧 성취감과 보람을 느낄 수 있다고 
29	주관	무관	1	다고 해. 도우는 늘 따뜻함을 쫓는 사주야. 주관이 뚜렷하고 의욕도 있지만 표현은 조금 서투 편
29	신나	신사	1	하게요 네네네 음악이 너무 쩌렁쩌렁하고 너무 신나서 안에서 춤추고 있었어요 약간 마음속에 약간 
29	신규	신유	1	떤 사업적 투자 같은 것들 있죠. 예를 들어 신규 투자라든가 인력 채용 또는 매장 설비 확장 
29	벌지	절지	1	히 돈을 벌 때 선넘치 않고 불법적으로 돈을 벌지 않는 것이 중요하다. 내 양심과 내 본질, 
29	기세	기사	1	은 내 밖에 외부 상황 그리고 타인들도 같이 기세가 올라가는 부분이 있단 말이에요. 해서 1월 
29	갑옷	갑오	1	 아니면 이렇게 정의의 사도 같은 그런 분들 갑옷도 가야죠. 경자도 가야죠. 경호도 갑니다. 마
28	정확	정화	1	  사주 오행으로 보는 성격 팩폭 정확 주의 사주를 볼 때 가장 기초적이고 중요한게
28	절제	절지	1	깐만. 딱 한 가지 주의할게 있어. 겸손함과 절제를 유지하지 못하면 상승운이 뚝 끊길 수 있다고
28	일치	일지	1	해 봐. 첫 번째 식물 키우기. 아니면 아침 일치 등산이나 가로수기를 사화는 것도 좋아. 두 
28	일기	일지	1	 있고요. 두 번째 같은 경우에는 업무할 때 일기를 썼으면 좋겠어요. 뭐 일기가 아니가 월기가 
28	수익화	수극화	2	음악] 결실 상대적으로 두 번째 전문 지식의 수익화 괜찮고요. 세 번째 연봉 협상을 좀 고려해서
28	상가	상사	1	분산되는데 뭔가 하긴 하는데 뭐 하나 뚜렷한 상가가 없는 그렇게 발현될 수 있잖아요. 이 이 영
28	배우지	배우자	1	서 여러분들 연기는 누구나 할 수 있죠. 꼭 배우지 않더라도 내가 친구들끼리 사이에서도 아 막 
28	무제	무재	1	 무관 사주인 경우고요 남자라면 재성이 없는 무제 사주인 경우에 이런 얘기를들을 수 있습니다 
28	모인	무인	1	이라는 것의 경계가 [음악] 되게 뚜렷해요. 모인이 내 거와 내 거 아닌 거의 경계가 굉장히 뚜
28	가사	계사	1	 월등이 좋아. 아이유처럼 [음악] 감성적인 가사를 쓰거나 이동진처럼 멋진 문장을 만들어 낼 수
27	지수	자수	1	일을 입력한 후 결과 화면에 있는 신강 신약 지수로 확인하면 끅 그래프 오른 쪽에 가까울수록 기
27	정교	정묘	1	. 데이를 원하거든요. 만인의 호가명이에요. 정교 학생 느낌. 멋있다. 학생회자 OPPA가 예
27	저화	정화	1	것 또한 계수의 계략이야. 공동 5위. 을목 저화. 을목은 야무지지만 비가 얇고 정화는 자기가
27	인맥	인목	1	의 씨를 뿌리고 다니는 분들이기 때문에 이게 인맥이 넓은 분들도 많고 자기 재주나 또 흥미가 뚜
27	수운	세운	1	 화운이 강하고 토운이 강하고 금운이 강하고 수운이 강한 시기에는 각각 해당하는 사업을 해 보는
27	배우려	배우자	2	분들 나이가 들어도 끊임없이 공부하려고 하고 배우려고 하시는 분들 또한 본인 하는 분야에 있어서 
26	편은	편인	1	 거. >> 최강록 씨가 사실 엄변이 화려한 편은 아니잖아요. [음악] >> 엄변을 [웃음] 
26	편과	편관	1	 이어서 같이 말씀을 드릴 겁니다 그다음에 1편과 2편이 좀 이어지는데 2편 전반부에서는 사주
26	주수	자수	1	 제가 드디어 상반기부터 준비했던 사주 자미 주수 서비스를 오픈하려고 하는데 이용하시고 싶으신
26	정수	정사	1	 거, 추상적인 개념, 철학적 사고, 기운, 정수 뭐 이런 유의 생각을 되게 많이 하는 편입니
26	자우	자수	1	경우에도 중앙 해 자 오 묘 같죠 네 그래서 자우 가 굉장히 이펙트 했다는 걸 말씀드리고 여러
26	부도	부모	1	현금을 보유하고 있는 것이 중요한데요. 흑자 부도가 날 수도 있는 부분이 있어요. 그래서 특히나
26	기재	기해	1	거야. 깜짝 놀란 거야. 내가 약간 고정적인 기재를 갖고 있어서 변화가 많거나 변화를 강제적으로
26	기상	기사	1	요. 그 제가 그때 오프라인을 준비했었어요. 기상도 브랜드 준비했던게 사실 오프라인 타겟인데 지
26	개축	계축	1	개미 개축분들 좀 센 부분이 있습니다. 특히 개축과 개미주분들 중에 괴강살 또는 백호대살이 어느
26	가미	계미	1	겠습니다 어 어떤 학문에 있어서 종교적인 게 가미가 되어 버리자 나요 그러면은 입증할 수 없는 
25	정가	정사	1	로 가져가시는 분들이 있다라고 본다면 한강과 정가는 내가 하고 싶은 말 행도 내가 하고 싶은 것
25	매진	무진	1	 나 항상 하기를 좋아하시면 그렇게 쪼끔 히 매진 망상으로 가 신들도 되십니다 아울러서 흘리는
24	파주	사주	1	  파주에 인이 있으면 뭐가 풍채가 좋고 성품이 신령스
24	타주	사주	1	 위처럼 해가지고 저 왔습니다. 웃기긴 해. 타주 팔자를 소비하는 저희 그 구독자분들이 되게 
24	천강	천간	1	 한번 확인해 봐. 공은 사주의 특정 지지가 천강과 짝을 이루지 못해 비어 있는 상태를 말해. 
24	지치	지지	1	은 생명선 남들이랑 똑같이 활동해도 더 쉽게 지치는 편이에요 어린 시절의 건강에 이상이 있었을 
24	정간	정관	1	 준비했을테니까 조금만 기다려 주세요. 자, 정간 분들 모두 파이팅입니다. 다섯 번째로 무톨간
24	장성	장생	1	. >> 야호. 하지만 당신은 근물 [음악] 장성만 믿고 하던 일을 게울리려하면 눈앞에 있는 성
24	오와	오화	1	는 화는 화인데 병이라는 글자는 양을 뜻하고 오와 정이라는 글자는음을 뜻하기 때문에 어떻게 보
24	심사	신사	1	 볼 수도 있고요. 두 번째는 시험, 면접, 심사 이런 데서도 좀 좋은 평가를 받을 수도 있고
24	신충	신축	1	 다만 이 경 금과 자수 그리고 2011년에 신충 년에 신금 가축도 라는게 내 삶의 어떡해 조
24	시운	세운	1	뭐 세운으로 말씀드리는 거긴 한데요. 뭐 어 시운도 그렇고 대운도 그렇게 보실 수 있습니다. 즉
24	버겁	비겁	1	 경신금 일간 여러분에게 올해가 좀 약간 좀 버겁고 힘들고 부담됐다면 조금씩 조금씩 이제 내가 
24	기자	기사	1	 것들을 제공하는 직업, 전널리스트, 기사, 기자, 언론 이런 것도 잘 맞는다라 볼 수도 있어
23	중인	정인	1	 가지고 지금 들 것에 실려 가지고 막 이송 중인 상태예요 이때 구조대가 가면서 영화에서 보시
23	종사	정사	1	요 결혼 상담소를 뭐 경영을 한다든지 주류에 종사 해도 좋을 것 같고요 그런 것이나 다 싫다 
23	종료	동료	1	이제 차도 보고 뭐 견적서도 받았거든요. 다 종료하고 나서 그 사람 얼굴 딱 봤는데 본네트가 반쯤
23	정규	정유	1	 번째로 학당기는데요 그래서 국가에서 인증한 정규 교육과정 언수의 같은 것들 혹은 전문적인 지
23	인술	임술	1	까요. 그러니까 갑인일주로 태어났다. 그래도 인술 반합을 할 거고 만약에 갑오일주로 태어났다.
23	사줄	사주	1	이제이 얘기 똑같이 듣는 거죠 남자가 꼬이는 사줄 막 이런 거 이제 똑같이 들으 거기 때문에 
23	각목	갑목	1	다 라고 하거든요 해당되는 글자를 말씀드리면 각목 병화 에 가는 월 지사와 될 목과 정화는 월
22	해시	해수	1	. 그럼 생시별 특징 바로 알려 줄게. 밤, 해시, 자시, 축시. 행동하기 전에 생각하는 시간
22	치유	기유	1	함께 산다면 꼭 안좋은 영향을 끼친다고 하니 치유 길을 해요 3 안개꽃 다른 꽃과 함께 있는게
22	천가	천간	1	이 경인월, 3월이 10년월인데 2월, 3월 천가는 똑같은 금기운이잖아요. 근데 어때요? 금기운
22	지기	지지	1	자 사주팔자에 태어날 워 레드 에서 좀 달라 지기도 하고요 남자부 표현 않느냐 여자로 태어나는 
22	전해	정해	1	로 여기는 사람들이 많잖아요 그걸 트렌디하게 전해 주시고 계셔서 즐겨 보고 있고 애청하고 댓글
22	연재	편재	1	효시킬 수 있는 부분이 있습니다 그래서 보통 연재 귀인은 좀 약할 수는 있지만 잘 나갈 때 더
22	비거	비겁	1	악하기에 굉장히 유용한 툴이에요 비견 겁재를 비거 시신상관을 식상 편의점들을 재성 평강전관을 
22	기어	기유	1	 미친 사람들이 있어요 그래서 행동력이 교류 기어서 이거를 내꺼 쓰는 결국 실행하지 못하는 분들
21	홍념	홍염	1	세를 더 자세히 알고 싶으신 분들은 [음악] 홍념 멋 참고해 주시면 좋을 것 같아요. 이번 달
21	자지	지지	1	한 [음악] 큐에 보내 버리는 맹혹한 리더의 자지를 갖고 있다고. 어때? 잘 맞는 것 같아? 댓
21	자영	자형	1	소요유 님. 임오일주 경신년 어, 오묘파 5 자영. 잠 진짜 많이 사는데도 피곤해요. 어. 그
21	인모	인목	1	은 내 진도 않은 요 자수 입니다 내일 찌가 인모 5화 술 토의 사람들은 내 진동하는 요 음몽
21	월리	월지	1	로필 링크에서 포스텔러 만세력을 누르고 생렬 월리를 입력해 봐. 그럼 여기서 쉽게 알 수 있어.
21	사미	사지	1	 거 같아요. 축이란 글자는 봐봐요. 임묘진 사미 신유 세자축이 1년 중 가장 마지막 글자잖아
21	비법	비겁	1	 한번 태그 해보세요 각 숫자마다 솔로 탈출 비법도 프로필 링크에 있으니까 무료로 보고 가세요 
21	병전	병진	1	 오술술술진이라고 해서 지금 술토라는 글자가 병전이 되어 있죠. 그럼이 사주팔자의 핵심은 술토라
21	배우게	배우자	2	따라서 자신에게 없는 부분을 보완하는 방법을 배우게 돼요 특히 언제 배우냐 
21	묘진	무진	1	 매력이 있어요 그런데이 묘목은 뭐예요 자인 묘진 이게 2 3 4인데 어떻게 보면 목의 완성이
21	극수	금수	1	 경우는 저희가 스토 라오 러 줘 그런데 토 극수 를 하면서 마무리를 해야 되는데 이게 스토 
20	홍염사	홍염살	1	고 고운 매력으로 이성을 이혹한다는 뜻이야. 홍염사를 가진 사람들은 묘하게 끌리는 외모를 지녔다고
20	햇살	해살	1	에 대한 것만 안 건드리면 아까 똑같은 진짜 햇살 캐스탈이다. 저장도 자동으로 되고 >> 그래
20	해지	태지	1	러니까 몇 해 전부터 그 년에 내가 어떤 걸 해지 미리 준비한 사람은 그걸 꼭 이루더라고요. 
20	팔아	팔자	1	 요러한 현상도 있을 수 있다라는 것도 한번 팔아 주시면 좋고요. 쉽게 말해서 성장하고 있는 
20	차주	사주	1	번 20년이 중요하다라고 말씀드리고 싶고요. 차주 팔자의 토가 많은 분들, 특히 월지나 일지의
20	입지	일지	1	릴 수 있고 대리님은 한국에서의 본인의 명성 입지를 가져갈 수 있다라 볼 수도 있겠죠 물론 궁합
20	일수	일주	1	했다 예 저는 정말 서름 돌았던 별명을 정말 일수로 해야 터진다는 그 정말 소름이었다 이제 시작
20	요금	유금	1	 남들 눈에는 하는만큼만 하네 쟤는 딱 최소 요금만 갖추고 됐네라고 볼 수도 있는 거예요 아 내
20	실상	식상	1	 이름만 들으면 창피한 일만 당할 것 같지만 실상은 무대 위에 올라 자신의 진가를 증명할 운명입
20	신주	시주	1	리카노 먹을게요. 감사합니다. 우리 미용 님 신주 직장생활 조지군 부탁드려요. 새로운 이제 챕
20	대문	대운	1	을 때는요. 어떤 할아버지가 무슨 커다란 기 대문 앞에서 성향을 막 요래요래 하고 있는 거예요
20	기후	기해	1	현상이 바로 몰입이라고 해요. 특히 오행 못 기후는 내 사주팔자에 이미 있는 다른 오행들과의 시
20	기기	기미	1	확인해 주시면 좋을 것 같습니다. 두 번째는 기기 병존입니다. 기기 병존은요 국내 영마라고 볼
20	근성	관성	1	용도 겸비해 보세요 3 발달한 금성구 타고난 근성과 체력은 물론 추진력도 갖고 있어서 만인의 우
20	교사	계사	1	도 관련되어 있어요. 특히 상담사, 치료사, 교사 같은 직업에서 능력을 잘 발휘하기도 하고요.
20	과해	계해	1	 싶은 것이 생각보다 여러분들이 너무 급해서 과해서 내가 이성적으로 판단을 못 할 수 있는 부분
20	갑보	갑오	1	지지에 오 미 신이 있는 경우에 성립해 특히 갑보 갑신 밀주가 있다면 훨씬 강력하다고 해 한자
19	화내	화개	1	음이 여린데 자꾸 이상한 사람만 꼬여서 내가 화내는 거야라고 생각하시진 않았나요 그렇다면 프로필
19	이진	임진	1	히 많았어요 혹은 사업하실 분들도 있었습니다 이진 토란이 교육에는 엄청난 기판 4월 이면 부분
19	운수	운세	1	고 생년월일을 입력한 후 결과 화면에 있는대 운수를 확인하면 뜻 자기 나 에 끝자리가 대운 수와
19	외화	오화	1	부하시는 것도 괜찮아요. 그래서 바로 이렇게 외화를 벌어드릴 수 있는 그런 기회를 지금부터 준비
19	영마	역마	1	. 다시 시작해야지 뭐 이러고 가사에도 이제 영마랑 가사가 들어가지고 어 >> 확실히 끼었네. 
19	신화	신해	1	 명예가 크게 실추될 수 있어요 그리스 로마 신화의 이카루스의 날개 아시죠? 그런 느낌인데 저는
19	신수	신사	1	그 외에도 이제 그 역학적인 부분에서도 태어 신수나 김무눈갑이나 뭐 유기나 이런 공부들을 시키시
19	사활	사화	1	 진짜 제대로 지금 준비를 했기 때문에 진짜 사활 걸고 어 지금 또 사화잖아요. 사화 들어온 
